read	gt_length	aln_length	n_alignments	n_mat	n_sub	n_ins	n_del	n_hdel	n_ctsub	n_cgsub	n_casub	n_gasub	n_gtsub	n_atsub
783de8c5-4e8c-4bb3-83af-76d8790004fc	522	554	1000	496	7	32	19	15	3	0	1	2	1	0
784756b3-eca2-40a8-9b69-a9627b55498f	470	502	1000	431	12	32	27	15	6	0	1	4	0	1
784781ed-a9c7-4245-8b18-f923ea03bebb	496	523	1000	461	16	27	19	10	8	0	0	4	0	4
7852c86e-ae81-4751-b309-2765d1cff6c5	547	570	1000	518	15	23	14	4	6	0	2	5	0	2
785370ca-f75d-4443-811a-4f78c02a3817	518	550	1000	474	11	32	33	13	5	0	1	2	1	2
7859c82f-c06e-48f7-b351-b1fbe4e4e850	308	406	1000	297	5	98	6	4	2	0	0	1	1	1
786d2a20-e9a1-4c69-91fa-45e5a18e8066	401	424	1000	386	5	23	10	6	2	0	0	0	0	3
78798ec1-527c-4c1b-a22b-dc1c4ef55d23	352	372	1000	317	16	20	19	10	7	0	2	5	1	1
787a7c38-ac7b-48ed-bd30-6cc986a8ec4f	471	502	1000	441	11	31	19	12	3	0	0	4	1	3
7890aab2-123e-4aab-90dc-2e48a7e0e251	281	331	1000	257	4	50	20	3	2	0	0	1	0	1
789443a3-aabd-4ad6-a900-256c511824e1	586	612	1000	511	29	26	46	17	13	1	0	7	0	8
78a082bb-76be-426f-9b0a-9c9a55d4fa13	264	292	96	250	8	28	6	1	3	0	1	2	2	0
78a9bf4d-1f5e-4c10-b438-3b35847bfd64	382	395	1000	362	9	13	11	5	2	0	3	3	0	1
78a9f97a-ae0e-4b58-b9df-f009ba00c715	557	589	1000	510	17	32	30	2	4	0	4	2	2	5
78aa6f6d-3e03-44b6-aa13-9d16ddcdbc23	357	398	1000	316	15	41	26	9	5	1	1	4	0	4
78b17c74-aa65-4476-961f-049e9317ce2e	429	451	1000	403	7	22	19	3	0	0	2	2	1	2
78c3f060-ffd6-4249-8653-103052d9447d	312	331	1000	284	9	19	19	4	1	0	1	2	1	4
78d2c3c4-f00d-46cc-b19a-77472f28a039	535	688	1000	473	26	153	36	7	9	0	2	7	1	7
78ec1ffe-5fce-45c5-ba15-0740ef7c86dd	325	338	1000	319	2	13	4	3	1	0	0	0	0	1
78ece2a0-7f84-41ab-9436-9b3b49b9e916	393	489	1000	382	3	96	8	3	1	0	0	0	1	1
79017b30-dcb0-4776-9c38-448a91c12d44	320	950	1000	305	6	630	9	5	3	1	0	1	0	1
7903160a-6b11-4b14-9c0c-82159603a7ca	652	678	1000	591	17	26	44	18	7	0	2	4	0	4
790ed66b-102b-4b6e-895c-d1c750052947	454	468	1000	428	6	14	20	6	3	0	1	2	0	0
790ff50e-1e3b-47a1-ac36-2654c0401370	513	544	1000	496	4	31	13	4	0	2	0	1	0	1
7916ecb9-bedc-411c-ba36-879e19323e2c	844	980	1000	784	21	136	39	20	9	1	1	5	2	3
